"m.z"	"time"
295.014977663857	86.2535897979041
302.935774537314	157.270356961587
305.974281266201	81.4784607592318
306.786397320153	63.5710381290163
307.404880135177	140.397229129539
308.783620071831	63.1622426520701
313.309510402429	22.7656954399735
313.877788033493	152.595508418611
322.885923649826	151.946832290299
326.903792834766	64.3879092787159
326.963086558466	66.2525037192056
332.909186387366	289.570690905994
342.955755338831	56.3011208302107
345.004607031809	70.2195520489833
348.94116202589	155.348970042045
357.007403639157	270.911476130601
363.164828040494	106.288690302486
365.959828574789	64.9148510069465
376.141310808059	109.304095717651
384.868850589103	93.1547636420882
400.908716005738	150.29540103428
402.677755119446	60.0644259473379
402.911584562584	56.2080852355722
408.679390442027	56.5028794724191
411.851936531731	158.00380196076
415.703579915584	56.8666603450937
418.937169285583	62.4896431922855
420.648014772271	54.4213919879416
422.758885928051	77.1776166816765
430.093861651123	224.861863263073
448.836826961829	76.2379090226732
449.17753409885	39.9149063276098
449.879703507112	140.28014789216
449.887879600774	68.9239312418062
452.987346937925	270.69153425731
455.165226785486	36.4456697610639
456.974483409667	183.714502555174
530.813509305919	59.2113741182592
542.830039704275	63.6479402245669
550.780510606832	59.4734401314048
551.808113610486	139.183930518441
554.952244601275	183.150692500636
570.024281063866	60.0016624866129
585.00493426113	59.6216601914493
588.809316806863	153.93706277552
592.76578802024	58.6108286833048
595.70207024417	63.5717444372826
607.019919647928	63.0896376156402
616.597640439375	56.5214767457059
621.542818629013	43.4835730034638
622.781792429799	91.0181731651019
625.537421543791	55.714074815079
630.982408160059	64.2847543434616
640.6016895229	56.6935553899939
652.928451426971	183.362835282937
658.646558880337	62.5284342442852
668.167496344403	44.165583237275
672.671830950241	64.7982594974224
674.73629242709	58.2026067727734
678.356519025055	69.0422902044665
688.906245899179	74.6055743617025
690.73798282914	70.1515663377075
694.589351951451	53.7804335715839
694.877012210664	65.1198602984996
701.284413272152	47.2413221237146
720.336358741229	69.1228294950682
722.687128252447	70.4382764493741
723.517037996802	51.7419495955451
745.764172993945	50.9887577112073
749.61555265461	56.2954420370764
750.903323824816	184.169427543997
751.884439927064	52.8814813747884
754.61963287834	59.9407231441472
755.627643747949	50.0003316470676
759.659997729749	55.3225736604869
760.914731273631	59.2155744980827
761.5129981417	56.2222698787362
764.722460826126	96.2629675479281
782.2808418202	52.9349820361405
785.594037015069	107.934199766996
795.674079451875	53.181236269782
795.809384009176	68.9330746683128
801.740977567063	61.1522244900963
804.336038145754	52.1247905571735
814.33077462437	68.6883991569319
824.71260234516	144.110511934609
829.058180911733	63.2282961814236
830.05532234227	62.014604721282
831.874892347921	63.6306269910978
836.789811443822	70.4443617695665
840.837699073542	69.4854834088706
843.996786833352	62.676535015924
858.716095493428	64.4375114019356
860.753515415669	69.3870341616232
876.286626178361	56.7358588750031
878.727686978243	69.8307863395714
882.261487275701	52.7201912956878
882.666118743109	69.6818150457842
886.950208530299	61.4439223835626
889.087838427051	62.5017440904696
896.53331552898	57.6961732952927
906.467008494563	59.8136757688679
907.749769774836	70.3236780079504
915.335316775341	55.9033486634148
925.268369731684	24.1823622135673
938.176179519678	52.8785332827318
946.473412662859	59.1948464399441
947.544885010744	50.2944625584458
954.316735673388	56.2782739944463
957.789838032273	66.9826267205854
960.673730946627	90.387968389129
967.748618028055	69.9073098294661
971.67466289255	138.482236870799
972.671203882464	137.630872435382
987.696517170172	70.1032028758964
992.256930009334	56.4812425743671
993.135499211335	52.7844601497392
995.173841004981	52.5045714790081
1030.71787683715	70.473401402709
1047.68227010465	139.939822878295
1057.72835437801	69.8413717460766
1082.73250813019	69.1740048114444
1102.22947969613	56.8312007289749
1116.72904787812	68.9399574146159
1118.20252364479	56.4851432998975
1143.73454191795	69.1325250940532
1146.83402966616	68.6275324358699
1158.70855914385	69.5440267133253
1171.71504455121	69.6205973691562
1211.2270461526	70.061001958094
1256.61078794869	91.8802459731512
1270.58179288309	88.9968995298293
